Order #,Opened,# of Guests,Server,Discount Amount,Amount,Tax,Tip
89,1/3/26 5:45 PM,1,Default Online Ordering,0.00,38.50,3.18,0.00
90,1/3/26 5:47 PM,9,Khang Nguyen,0.00,178.00,14.67,35.60
91,1/3/26 5:49 PM,3,Khang Nguyen,0.00,37.00,3.05,3.00
93,1/3/26 5:51 PM,4,Chris Chau,0.00,67.00,5.52,13.40
92,1/3/26 5:51 PM,2,Khang Nguyen,0.00,65.50,5.40,16.38
94,1/3/26 5:57 PM,2,Chris Chau,0.00,53.00,4.38,0.00
95,1/3/26 5:57 PM,2,Khang Nguyen,0.00,52.50,4.33,10.50
96,1/3/26 6:18 PM,3,Thomas Cao,0.00,45.00,3.71,9.90
97,1/3/26 6:18 PM,2,Khang Nguyen,0.00,61.00,5.03,12.20
98,1/3/26 6:19 PM,4,Chris Chau,0.00,170.75,14.10,25.00
101,1/3/26 6:22 PM,1,Tiffanie Nguyen,0.00,57.00,4.70,0.00
103,1/3/26 6:36 PM,7,Chris Chau,0.00,342.99,27.46,75.46
105,1/3/26 6:37 PM,4,Thomas Cao,0.00,160.25,13.23,32.05
104,1/3/26 6:37 PM,3,Khang Nguyen,0.00,112.00,9.25,24.64
106,1/3/26 6:45 PM,1,Khang Nguyen,0.00,0.00,0.00,0.00
107,1/3/26 6:45 PM,2,Khang Nguyen,0.00,78.00,6.44,15.60
108,1/3/26 6:46 PM,5,Thomas Cao,0.00,118.00,9.74,25.96
109,1/3/26 6:59 PM,4,Thomas Cao,0.00,148.00,12.20,29.60
110,1/3/26 7:00 PM,8,Khang Nguyen,0.00,145.50,11.98,26.15
114,1/3/26 7:03 PM,2,Tiffanie Nguyen,0.00,55.00,4.54,3.90
116,1/3/26 7:06 PM,2,Chris Chau,0.00,97.50,8.05,21.94
115,1/3/26 7:04 PM,3,Khang Nguyen,0.00,120.00,9.89,20.00
117,1/3/26 7:11 PM,2,Tiffanie Nguyen,0.00,29.00,2.39,5.80
118,1/3/26 7:20 PM,2,Chris Chau,0.00,53.00,4.38,10.60
119,1/3/26 7:24 PM,6,Thomas Cao,0.00,181.50,14.97,39.93
120,1/3/26 7:27 PM,1,Tiffanie Nguyen,0.00,25.00,2.06,5.00
122,1/3/26 7:38 PM,4,Khang Nguyen,0.00,127.00,10.47,26.80
123,1/3/26 7:42 PM,5,Khang Nguyen,0.00,71.75,5.92,14.35
124,1/3/26 7:47 PM,3,Chris Chau,0.00,101.50,8.37,20.30
128,1/3/26 8:00 PM,4,Thomas Cao,12.00,68.00,5.60,17.60
129,1/3/26 8:02 PM,7,Khang Nguyen,0.00,215.75,17.79,43.15
130,1/3/26 8:09 PM,2,Tiffanie Nguyen,0.00,47.00,3.87,9.40
131,1/3/26 8:10 PM,2,Khang Nguyen,0.00,43.00,3.55,8.60
132,1/3/26 8:11 PM,5,Thomas Cao,0.00,101.00,8.33,20.20
134,1/3/26 8:15 PM,4,Chris Chau,0.00,130.50,10.76,32.62
133,1/3/26 8:15 PM,3,Thomas Cao,0.00,80.50,6.63,17.71
135,1/3/26 8:21 PM,2,Chris Chau,0.00,55.00,4.55,11.00
136,1/3/26 8:23 PM,1,Tiffanie Nguyen,0.00,30.50,2.51,0.00
138,1/3/26 8:31 PM,3,Khang Nguyen,0.00,118.50,9.77,26.07
139,1/3/26 8:33 PM,2,Khang Nguyen,0.00,94.00,7.74,18.80
140,1/3/26 8:44 PM,4,Thomas Cao,0.00,84.00,6.92,0.00
141,1/3/26 8:47 PM,5,Thomas Cao,0.00,105.00,8.66,21.00
142,1/3/26 8:52 PM,2,Thomas Cao,0.00,69.25,5.72,15.00
143,1/3/26 9:04 PM,1,Tiffanie Nguyen,15.50,39.00,3.22,2.00
144,1/3/26 9:24 PM,2,Chris Chau,0.00,47.50,3.92,9.50
145,1/3/26 9:26 PM,1,Tiffanie Nguyen,0.00,12.00,0.99,0.00
146,1/3/26 9:41 PM,1,Tiffanie Nguyen,0.00,21.50,1.78,2.50
147,1/3/26 9:43 PM,2,Chris Chau,0.00,60.75,5.02,12.15
1,1/4/26 10:04 AM,2,Anthony Le,14.50,37.50,3.08,10.00
2,1/4/26 10:13 AM,1,Anthony Le,0.00,27.00,2.23,5.40
4,1/4/26 10:19 AM,1,Anthony Le,165.75,13.75,1.15,5.50
5,1/4/26 10:34 AM,3,Helen Nguyen,0.00,85.50,7.05,0.00
6,1/4/26 10:53 AM,1,Default Online Ordering,0.00,62.50,5.16,0.00
7,1/4/26 10:55 AM,1,Helen Nguyen,0.00,35.25,2.92,7.05
8,1/4/26 11:09 AM,2,Helen Nguyen,0.00,54.00,4.45,10.80
10,1/4/26 11:13 AM,2,Helen Nguyen,0.00,51.50,4.25,10.30
11,1/4/26 11:15 AM,2,Helen Nguyen,0.00,37.00,3.05,7.00
9,1/4/26 11:12 AM,7,Thomas Cao,0.00,138.25,11.41,25.00
12,1/4/26 11:18 AM,2,Anthony Le,0.00,53.25,4.39,9.36
13,1/4/26 11:23 AM,3,Helen Nguyen,7.50,55.00,4.55,10.00
14,1/4/26 11:25 AM,9,Anthony Le,0.00,185.00,15.27,40.70
15,1/4/26 11:27 AM,9,Anthony Le,12.00,172.25,14.22,46.06
16,1/4/26 11:30 AM,2,Helen Nguyen,0.00,56.50,4.66,10.84
17,1/4/26 11:30 AM,4,Thomas Cao,0.00,51.50,4.25,10.30
18,1/4/26 11:38 AM,2,Thomas Cao,0.00,54.00,4.45,10.80
19,1/4/26 11:49 AM,2,Helen Nguyen,0.00,41.00,3.38,8.20
20,1/4/26 11:56 AM,4,Thomas Cao,0.00,96.25,7.94,8.50
21,1/4/26 11:58 AM,2,Helen Nguyen,0.00,35.50,2.93,5.00
22,1/4/26 11:59 AM,2,Helen Nguyen,0.00,52.00,4.29,10.40
23,1/4/26 12:03 PM,2,Helen Nguyen,0.00,46.50,3.83,9.30
25,1/4/26 12:16 PM,2,Thomas Cao,0.00,30.00,2.47,6.00
24,1/4/26 12:16 PM,5,Helen Nguyen,0.00,132.00,10.90,25.00
26,1/4/26 12:21 PM,2,Thomas Cao,0.00,112.50,9.27,15.00
27,1/4/26 12:26 PM,1,Tiffanie Nguyen,0.00,34.00,2.80,0.00
28,1/4/26 12:27 PM,1,Thomas Cao,0.00,17.00,1.40,3.40
29,1/4/26 12:34 PM,3,Helen Nguyen,0.00,81.75,6.75,17.98
30,1/4/26 12:37 PM,3,Thomas Cao,0.00,79.50,6.56,15.90
31,1/4/26 12:39 PM,4,Thomas Cao,0.00,101.50,8.38,22.33
32,1/4/26 12:42 PM,1,Tiffanie Nguyen,0.00,5.50,0.45,1.38
33,1/4/26 12:48 PM,2,Helen Nguyen,0.00,53.50,4.41,10.70
34,1/4/26 12:50 PM,3,Helen Nguyen,0.00,54.00,4.45,10.80
35,1/4/26 12:53 PM,14,Anthony Le,0.00,300.50,24.79,66.11
36,1/4/26 1:05 PM,2,Helen Nguyen,0.00,47.25,3.91,6.00
37,1/4/26 1:11 PM,4,Thomas Cao,0.00,71.24,5.87,10.04
38,1/4/26 1:16 PM,3,Thomas Cao,0.00,59.00,4.87,11.80
39,1/4/26 1:17 PM,2,Anthony Le,0.00,56.50,4.66,8.00
40,1/4/26 1:17 PM,3,Helen Nguyen,0.00,85.49,6.84,0.00
42,1/4/26 1:19 PM,10,Anthony Le,0.00,242.50,19.96,50.93
43,1/4/26 1:21 PM,1,Tiffanie Nguyen,3.50,0.00,0.00,0.00
45,1/4/26 1:27 PM,2,Thomas Cao,0.00,104.50,8.62,22.99
46,1/4/26 1:33 PM,2,Helen Nguyen,0.00,49.00,4.04,7.00
47,1/4/26 1:38 PM,2,Helen Nguyen,0.00,48.75,4.03,9.75
48,1/4/26 1:42 PM,4,Helen Nguyen,0.00,109.50,9.03,21.90
53,1/4/26 1:58 PM,1,Default Online Ordering,0.00,56.00,4.62,0.00
41,1/4/26 1:17 PM,1,Tiffanie Nguyen,0.00,61.00,5.04,0.00
49,1/4/26 1:51 PM,2,Helen Nguyen,0.00,44.50,3.67,0.00
50,1/4/26 1:53 PM,2,Thomas Cao,0.00,34.50,2.84,6.90
56,1/4/26 2:05 PM,1,Default Online Ordering,0.00,48.00,3.96,0.00
51,1/4/26 1:54 PM,3,Thomas Cao,0.00,91.99,7.58,18.40
54,1/4/26 2:00 PM,2,Thomas Cao,0.00,74.00,6.11,16.72
55,1/4/26 2:04 PM,4,Thomas Cao,0.00,108.50,8.95,21.70
57,1/4/26 2:06 PM,2,Anthony Le,0.00,53.50,4.40,11.77
58,1/4/26 2:15 PM,2,Helen Nguyen,0.00,49.50,4.08,4.00
59,1/4/26 2:17 PM,4,Thomas Cao,22.00,91.50,7.54,22.70
60,1/4/26 2:31 PM,2,Helen Nguyen,11.00,35.50,2.93,11.62
61,1/4/26 2:32 PM,3,Anthony Le,0.00,85.50,7.05,17.10
62,1/4/26 2:38 PM,4,Thomas Cao,0.00,88.50,7.29,17.70
63,1/4/26 2:39 PM,2,Helen Nguyen,0.00,41.00,3.39,5.00
64,1/4/26 2:42 PM,6,Anthony Le,0.00,205.00,16.90,41.00
65,1/4/26 2:44 PM,2,Helen Nguyen,0.00,51.50,4.25,10.30
69,1/4/26 3:02 PM,1,Default Online Ordering,0.00,28.00,2.31,0.00
66,1/4/26 2:55 PM,3,Anthony Le,0.00,56.00,4.62,12.32
67,1/4/26 3:00 PM,1,Default Online Ordering,0.00,80.00,6.60,0.00
68,1/4/26 3:01 PM,2,Helen Nguyen,0.00,38.50,3.18,4.01
70,1/4/26 3:04 PM,5,Anthony Le,10.00,115.00,9.48,27.50
71,1/4/26 3:04 PM,2,Helen Nguyen,0.00,43.00,3.55,8.60
73,1/4/26 3:17 PM,2,Thomas Cao,0.00,56.50,4.66,14.12
75,1/4/26 3:21 PM,3,Thomas Cao,0.00,109.50,9.02,21.90
76,1/4/26 3:27 PM,8,Helen Nguyen,0.00,127.75,10.54,25.55
77,1/4/26 3:30 PM,2,Helen Nguyen,0.00,59.75,4.94,11.95
78,1/4/26 3:34 PM,2,Anthony Le,0.00,27.00,2.23,3.00
79,1/4/26 3:37 PM,6,Anthony Le,0.00,117.50,9.69,20.00
80,1/4/26 3:44 PM,1,Helen Nguyen,0.00,18.00,1.48,4.50
81,1/4/26 3:44 PM,2,Anthony Le,0.00,73.00,6.02,14.60
82,1/4/26 3:53 PM,1,Default Online Ordering,0.00,56.00,4.62,0.00
83,1/4/26 4:02 PM,4,Helen Nguyen,0.00,53.50,4.41,10.70
84,1/4/26 4:05 PM,3,Thomas Cao,0.00,72.00,5.94,14.40
87,1/4/26 4:26 PM,1,Default Online Ordering,0.00,20.00,1.65,0.00
85,1/4/26 4:16 PM,9,Anthony Le,0.00,242.49,20.01,54.96
88,1/4/26 4:29 PM,1,Default Online Ordering,0.00,28.00,2.31,0.00
89,1/4/26 4:36 PM,2,Helen Nguyen,0.00,51.00,4.20,10.20
90,1/4/26 4:41 PM,3,Thomas Cao,0.00,82.50,6.80,18.15
92,1/4/26 4:49 PM,2,Helen Nguyen,10.50,43.00,3.55,11.77
93,1/4/26 4:51 PM,2,Helen Nguyen,0.00,32.00,2.64,6.40
94,1/4/26 4:53 PM,2,Thomas Cao,0.00,46.50,3.84,11.62
95,1/4/26 4:54 PM,5,Thomas Cao,0.00,80.50,6.63,17.71
96,1/4/26 4:58 PM,2,Khang Nguyen,0.00,85.50,7.06,21.38
98,1/4/26 5:04 PM,4,Hannah Khong,0.00,79.50,6.57,15.90
102,1/4/26 5:30 PM,2,Hannah Khong,0.00,48.50,4.02,10.21
103,1/4/26 5:31 PM,4,John Mann,0.00,103.50,8.53,21.73
104,1/4/26 5:36 PM,2,Hannah Khong,0.00,78.75,6.51,15.75
105,1/4/26 5:42 PM,2,Khang Nguyen,0.00,70.25,5.81,14.05
106,1/4/26 5:54 PM,2,Hannah Khong,0.00,45.50,3.76,10.01
108,1/4/26 5:56 PM,3,John Mann,15.00,37.00,3.05,7.40
107,1/4/26 5:56 PM,4,Khang Nguyen,0.00,105.50,8.70,21.10
109,1/4/26 5:58 PM,2,John Mann,0.00,42.00,3.47,8.40
113,1/4/26 6:12 PM,1,Default Online Ordering,0.00,102.00,8.42,11.04
111,1/4/26 6:04 PM,3,Hannah Khong,0.00,86.00,7.09,17.20
110,1/4/26 6:04 PM,3,Khang Nguyen,0.00,97.50,8.04,19.50
112,1/4/26 6:10 PM,2,Hannah Khong,0.00,55.00,4.53,11.00
114,1/4/26 6:13 PM,2,John Mann,0.00,43.00,3.55,4.00
117,1/4/26 6:26 PM,1,Default Online Ordering,0.00,12.00,0.99,0.00
120,1/4/26 6:28 PM,1,Default Online Ordering,0.00,28.00,2.32,0.00
116,1/4/26 6:19 PM,6,Khang Nguyen,8.50,126.00,10.39,26.90
118,1/4/26 6:26 PM,5,John Mann,0.00,86.50,7.13,17.30
119,1/4/26 6:27 PM,3,Hannah Khong,19.99,46.00,3.79,10.00
125,1/4/26 6:35 PM,1,Default Online Ordering,0.00,45.00,3.71,0.00
121,1/4/26 6:30 PM,2,Khang Nguyen,0.00,75.00,6.18,16.50
122,1/4/26 6:31 PM,3,Khang Nguyen,0.00,91.00,7.51,18.20
124,1/4/26 6:33 PM,5,Khang Nguyen,0.00,155.00,12.81,28.40
126,1/4/26 6:45 PM,1,Default Online Ordering,0.00,57.50,4.74,0.00
127,1/4/26 6:49 PM,1,Khang Nguyen,0.00,51.00,4.20,0.00
129,1/4/26 7:12 PM,5,Tiffanie Nguyen,0.00,0.00,0.00,0.00
130,1/4/26 7:12 PM,6,Hannah Khong,46.00,126.25,10.42,31.85
131,1/4/26 7:18 PM,2,John Mann,0.00,76.00,6.27,15.20
132,1/4/26 7:26 PM,6,John Mann,0.00,126.00,10.39,27.72
133,1/4/26 7:27 PM,6,Khang Nguyen,0.00,109.50,9.03,21.90
134,1/4/26 7:37 PM,2,Hannah Khong,0.00,52.00,4.29,5.00
135,1/4/26 7:39 PM,2,Hannah Khong,0.00,32.50,2.68,6.50
136,1/4/26 7:40 PM,2,John Mann,0.00,64.50,5.32,14.19
137,1/4/26 7:42 PM,2,Khang Nguyen,0.00,27.00,2.23,0.00
138,1/4/26 7:48 PM,2,Khang Nguyen,0.00,48.50,4.00,10.67
139,1/4/26 7:59 PM,2,Hannah Khong,0.00,52.00,3.30,10.40
140,1/4/26 8:06 PM,4,Hannah Khong,0.00,119.50,9.86,10.00
141,1/4/26 8:10 PM,3,Khang Nguyen,0.00,88.00,7.26,17.60
142,1/4/26 8:16 PM,2,John Mann,0.00,19.00,1.56,4.75
143,1/4/26 8:18 PM,2,Hannah Khong,0.00,103.50,7.55,22.77
145,1/4/26 8:31 PM,2,Hannah Khong,0.00,41.50,3.43,10.38
146,1/4/26 8:34 PM,2,Khang Nguyen,0.00,75.00,6.19,15.00
148,1/4/26 8:40 PM,2,Khang Nguyen,0.00,57.25,4.73,14.31
149,1/4/26 9:01 PM,1,John Mann,0.00,6.50,0.54,1.30
1,1/5/26 10:41 AM,1,Default Online Ordering,0.00,43.50,3.59,0.00
2,1/5/26 11:11 AM,2,Felix Phan,0.00,31.50,2.60,6.90
3,1/5/26 11:21 AM,1,Thomas Cao,0.00,22.50,1.85,4.50
4,1/5/26 11:28 AM,2,Felix Phan,0.00,38.99,3.21,0.00
5,1/5/26 11:29 AM,2,Thomas Cao,0.00,32.75,2.71,6.55
6,1/5/26 11:39 AM,1,Felix Phan,0.00,39.00,3.22,5.00
7,1/5/26 11:42 AM,6,Thomas Cao,0.00,104.00,8.59,20.80
8,1/5/26 11:48 AM,2,Felix Phan,0.00,92.25,7.62,18.45
9,1/5/26 11:52 AM,2,Thomas Cao,0.00,77.00,6.36,15.40
10,1/5/26 11:55 AM,2,Felix Phan,0.00,65.00,5.37,13.00
11,1/5/26 12:02 PM,3,Felix Phan,0.00,45.00,3.71,0.00
12,1/5/26 12:10 PM,2,Thomas Cao,0.00,30.50,2.51,6.10
13,1/5/26 12:12 PM,2,Thomas Cao,0.00,41.00,3.38,10.25
14,1/5/26 12:18 PM,4,Felix Phan,0.00,70.00,5.78,14.00
15,1/5/26 12:22 PM,1,Tiffanie Nguyen,0.00,10.00,0.82,2.00
16,1/5/26 12:25 PM,5,Felix Phan,0.00,109.00,9.00,18.00
19,1/5/26 12:30 PM,1,Default Online Ordering,0.00,39.50,3.26,0.00
17,1/5/26 12:27 PM,4,Thomas Cao,0.00,76.00,6.27,14.80
18,1/5/26 12:30 PM,1,Tiffanie Nguyen,0.00,28.00,2.31,0.00
20,1/5/26 12:31 PM,2,Thomas Cao,0.00,33.00,2.72,6.60
21,1/5/26 12:33 PM,2,Thomas Cao,0.00,38.50,3.17,7.70
23,1/5/26 12:36 PM,4,Felix Phan,0.00,70.50,5.81,14.10
24,1/5/26 12:39 PM,3,Thomas Cao,24.50,32.50,2.68,11.40
25,1/5/26 12:45 PM,2,Felix Phan,0.00,44.00,3.63,8.80
26,1/5/26 12:51 PM,1,Felix Phan,0.00,0.00,0.00,0.00
27,1/5/26 12:52 PM,3,Thomas Cao,0.00,48.49,4.00,9.70
28,1/5/26 12:54 PM,8,Felix Phan,0.00,138.00,11.38,27.60
29,1/5/26 12:59 PM,5,Thomas Cao,0.00,112.50,9.28,24.75
31,1/5/26 1:02 PM,1,Tiffanie Nguyen,0.00,0.00,0.00,0.00
32,1/5/26 1:02 PM,5,Thomas Cao,0.00,71.00,5.85,14.20
30,1/5/26 1:02 PM,3,Felix Phan,0.00,49.50,4.08,0.00
33,1/5/26 1:06 PM,1,Thomas Cao,0.00,28.00,2.31,5.60
40,1/5/26 1:33 PM,1,Default Online Ordering,0.00,36.00,2.97,0.00
37,1/5/26 1:23 PM,4,Thomas Cao,0.00,119.00,9.82,26.18
38,1/5/26 1:28 PM,4,Felix Phan,0.00,97.00,8.00,19.40
39,1/5/26 1:31 PM,3,Thomas Cao,0.00,111.50,9.20,15.00
41,1/5/26 1:40 PM,3,Thomas Cao,0.00,41.00,3.38,7.46
42,1/5/26 1:45 PM,2,Felix Phan,0.00,49.00,4.04,7.00
43,1/5/26 1:46 PM,2,Felix Phan,0.00,82.00,6.76,6.24
44,1/5/26 1:49 PM,1,Felix Phan,0.00,13.00,1.07,2.60
45,1/5/26 1:50 PM,2,Felix Phan,0.00,70.00,5.77,10.00
46,1/5/26 1:55 PM,5,Thomas Cao,0.00,133.50,11.01,30.04
47,1/5/26 1:57 PM,2,Thomas Cao,0.00,71.50,5.89,17.88
48,1/5/26 2:07 PM,3,Thomas Cao,0.00,43.00,3.55,8.89
49,1/5/26 2:10 PM,4,Thomas Cao,0.00,78.00,6.43,15.60
50,1/5/26 2:22 PM,2,Thomas Cao,0.00,42.00,3.46,6.20
51,1/5/26 2:28 PM,2,Felix Phan,0.00,51.50,4.25,10.30
52,1/5/26 2:32 PM,4,Felix Phan,0.00,80.50,6.64,5.50
53,1/5/26 2:44 PM,2,Felix Phan,8.50,39.00,3.22,0.00
54,1/5/26 2:54 PM,1,Default Online Ordering,0.00,48.00,3.96,0.00
57,1/5/26 3:05 PM,1,Default Online Ordering,0.00,50.00,4.13,0.00
55,1/5/26 2:58 PM,3,Felix Phan,0.00,136.00,11.23,25.40
56,1/5/26 3:02 PM,2,Thomas Cao,0.00,61.50,5.07,15.38
58,1/5/26 3:08 PM,2,Felix Phan,0.00,75.00,6.18,15.00
59,1/5/26 3:13 PM,3,Thomas Cao,0.00,62.50,5.16,23.25
63,1/5/26 4:09 PM,1,Felix Phan,58.50,0.00,0.00,0.00
64,1/5/26 4:10 PM,2,Thomas Cao,0.00,52.50,4.33,11.55
65,1/5/26 4:11 PM,3,Thomas Cao,0.00,61.50,5.08,15.38
66,1/5/26 4:17 PM,2,Tiffanie Nguyen,0.00,23.50,1.94,5.88
67,1/5/26 4:35 PM,2,Thomas Cao,0.00,50.00,4.13,0.00
68,1/5/26 4:42 PM,3,Thomas Cao,0.00,69.00,5.69,8.31
69,1/5/26 4:57 PM,1,Thomas Cao,0.00,47.00,3.88,9.40
70,1/5/26 5:06 PM,2,Khang Nguyen,0.00,35.50,2.93,7.10
71,1/5/26 5:08 PM,1,Tiffanie Nguyen,0.00,17.00,1.40,0.00
73,1/5/26 5:34 PM,1,Default Online Ordering,0.00,47.50,3.92,0.00
74,1/5/26 5:38 PM,1,Hannah Khong,0.00,0.00,0.00,0.00
75,1/5/26 5:43 PM,2,Khang Nguyen,0.00,65.50,5.40,14.41
76,1/5/26 5:44 PM,4,Hannah Khong,8.50,28.50,2.35,7.40
79,1/5/26 6:30 PM,1,Default Online Ordering,0.00,77.00,6.35,8.33
77,1/5/26 5:56 PM,4,Khang Nguyen,0.00,64.50,5.32,14.19
78,1/5/26 5:59 PM,2,Hannah Khong,0.00,40.00,3.30,9.55
80,1/5/26 6:11 PM,2,Khang Nguyen,0.00,31.50,2.60,6.30
81,1/5/26 6:14 PM,2,Hannah Khong,0.00,65.50,5.40,10.00
82,1/5/26 6:18 PM,2,Hannah Khong,0.00,55.00,4.54,13.75
83,1/5/26 6:26 PM,2,Khang Nguyen,0.00,51.50,4.25,10.30
84,1/5/26 6:31 PM,2,Khang Nguyen,0.00,44.00,3.63,8.80
86,1/5/26 6:32 PM,1,Khang Nguyen,0.00,33.00,2.72,7.26
87,1/5/26 6:33 PM,2,Hannah Khong,0.00,27.00,2.23,3.00
88,1/5/26 6:36 PM,2,Hannah Khong,0.00,66.00,5.44,3.50
89,1/5/26 6:37 PM,3,Hannah Khong,30.00,108.25,8.91,25.00
90,1/5/26 6:44 PM,2,Khang Nguyen,0.00,96.50,7.95,15.00
91,1/5/26 6:47 PM,3,Hannah Khong,0.00,56.00,4.62,11.20
92,1/5/26 6:52 PM,2,Khang Nguyen,0.00,31.50,2.60,6.93
93,1/5/26 6:55 PM,4,Hannah Khong,0.00,90.00,7.42,18.00
95,1/5/26 7:03 PM,5,Hannah Khong,0.00,165.00,13.60,33.00
96,1/5/26 7:05 PM,2,Khang Nguyen,0.00,43.00,3.54,9.46
97,1/5/26 7:14 PM,5,Hannah Khong,0.00,143.00,11.80,0.00
98,1/5/26 7:18 PM,2,Hannah Khong,8.50,49.75,4.11,11.65
99,1/5/26 7:26 PM,2,Khang Nguyen,13.00,36.25,3.00,5.00
100,1/5/26 7:29 PM,3,Khang Nguyen,0.00,84.00,6.93,0.00
102,1/5/26 7:31 PM,2,Khang Nguyen,0.00,67.00,5.53,16.75
101,1/5/26 7:30 PM,2,Hannah Khong,0.00,29.00,2.39,7.25
103,1/5/26 7:39 PM,3,Khang Nguyen,0.00,91.75,7.58,18.35
105,1/5/26 7:43 PM,2,Khang Nguyen,0.00,24.00,1.98,0.00
107,1/5/26 7:53 PM,5,Hannah Khong,0.00,100.00,8.24,13.40
108,1/5/26 7:59 PM,2,Khang Nguyen,0.00,56.50,4.66,0.00
109,1/5/26 8:04 PM,3,Khang Nguyen,0.00,59.50,4.91,14.88
110,1/5/26 8:07 PM,2,Khang Nguyen,0.00,44.50,3.68,11.12
111,1/5/26 8:08 PM,2,Hannah Khong,0.00,50.75,4.20,12.69
113,1/5/26 8:19 PM,3,Hannah Khong,0.00,66.00,5.45,13.20
125,1/5/26 8:39 PM,1,Default Online Ordering,0.00,24.00,1.98,0.00
114,1/5/26 8:23 PM,2,Hannah Khong,0.00,52.50,4.33,3.00
115,1/5/26 8:30 PM,2,Hannah Khong,0.00,43.00,3.54,15.00
116,1/5/26 8:31 PM,1,Khang Nguyen,0.00,0.00,0.00,0.00
122,1/5/26 8:34 PM,3,Khang Nguyen,0.00,58.50,4.82,11.70
123,1/5/26 8:37 PM,1,Hannah Khong,0.00,33.50,2.76,0.00
124,1/5/26 8:38 PM,2,Khang Nguyen,0.00,44.00,3.63,8.80
1,1/6/26 11:03 AM,2,John Mann,0.00,48.00,3.95,12.00
2,1/6/26 11:22 AM,2,John Mann,0.00,35.50,2.93,7.00
3,1/6/26 11:23 AM,2,Felix Phan,0.00,47.50,3.92,9.00
4,1/6/26 11:29 AM,2,Felix Phan,0.00,39.50,3.26,7.90
5,1/6/26 11:35 AM,1,Default Online Ordering,0.00,20.50,1.69,0.00
6,1/6/26 11:36 AM,3,Felix Phan,0.00,75.00,6.19,15.00
7,1/6/26 11:36 AM,3,John Mann,0.00,62.00,5.12,12.40
8,1/6/26 11:41 AM,4,John Mann,0.00,60.50,4.99,15.00
9,1/6/26 11:49 AM,5,Felix Phan,0.00,97.50,8.04,0.00
10,1/6/26 11:51 AM,4,John Mann,0.00,57.50,4.75,12.28
13,1/6/26 12:21 PM,4,John Mann,0.00,93.50,7.72,23.38
14,1/6/26 12:22 PM,3,Felix Phan,0.00,78.50,6.48,15.70
15,1/6/26 12:25 PM,2,Felix Phan,0.00,44.50,3.67,8.90
16,1/6/26 12:29 PM,1,John Mann,0.00,51.00,4.21,10.20
17,1/6/26 12:41 PM,4,Felix Phan,0.00,98.75,8.15,19.75
18,1/6/26 12:46 PM,2,Felix Phan,0.00,67.00,5.52,10.00
19,1/6/26 12:47 PM,5,John Mann,0.00,135.50,11.19,27.10
20,1/6/26 12:48 PM,1,Felix Phan,8.50,8.50,0.70,1.00
21,1/6/26 12:51 PM,2,John Mann,0.00,62.50,5.16,12.50
22,1/6/26 12:52 PM,1,John Mann,0.00,23.50,1.94,0.00
23,1/6/26 1:02 PM,5,John Mann,0.00,66.50,5.49,0.00
24,1/6/26 1:11 PM,2,Felix Phan,0.00,49.50,4.08,9.90
25,1/6/26 1:13 PM,2,John Mann,0.00,61.00,5.03,12.20
26,1/6/26 1:26 PM,2,Felix Phan,0.00,46.75,3.86,8.00
27,1/6/26 1:30 PM,2,John Mann,13.00,145.00,3.71,31.60
28,1/6/26 1:47 PM,2,Felix Phan,0.00,81.25,6.72,0.00
29,1/6/26 2:00 PM,2,John Mann,0.00,46.00,3.79,10.12
32,1/6/26 2:25 PM,1,Default Online Ordering,0.00,51.00,4.21,0.00
30,1/6/26 2:12 PM,2,Felix Phan,0.00,57.50,4.73,0.00
31,1/6/26 2:20 PM,2,John Mann,0.00,13.00,1.07,0.00
33,1/6/26 2:27 PM,2,Felix Phan,0.00,44.00,3.62,8.80
34,1/6/26 2:51 PM,2,John Mann,0.00,29.00,2.39,5.80
35,1/6/26 2:57 PM,3,John Mann,0.00,92.50,7.63,20.35
36,1/6/26 3:06 PM,2,Felix Phan,0.00,68.00,5.61,13.60
37,1/6/26 3:15 PM,1,Felix Phan,0.00,34.50,2.85,0.00
38,1/6/26 3:26 PM,1,Tiffanie Nguyen,0.00,29.00,2.40,1.00
40,1/6/26 3:45 PM,2,Felix Phan,0.00,65.00,5.37,13.00
41,1/6/26 3:51 PM,1,John Mann,39.00,0.00,0.00,0.00
42,1/6/26 3:58 PM,4,Felix Phan,0.00,118.50,9.78,26.07
43,1/6/26 4:07 PM,2,Felix Phan,0.00,63.00,5.19,0.00
44,1/6/26 4:13 PM,1,Default Online Ordering,0.00,50.00,4.13,0.00
45,1/6/26 4:17 PM,2,Felix Phan,0.00,37.50,3.09,7.50
46,1/6/26 4:22 PM,2,Felix Phan,0.00,22.00,1.81,4.40
47,1/6/26 4:31 PM,1,Default Online Ordering,0.00,76.00,6.27,0.00
48,1/6/26 4:35 PM,2,Felix Phan,0.00,34.50,2.84,6.90
49,1/6/26 4:38 PM,2,Felix Phan,0.00,55.00,4.53,11.00
50,1/6/26 4:46 PM,1,Felix Phan,0.00,25.00,2.06,5.00
51,1/6/26 4:57 PM,3,Felix Phan,0.00,42.00,3.47,8.70
52,1/6/26 5:14 PM,2,Felix Phan,0.00,44.75,3.70,10.00
53,1/6/26 5:19 PM,1,Default Online Ordering,0.00,20.50,1.69,0.00
54,1/6/26 5:21 PM,2,Helen Nguyen,0.00,26.00,2.15,5.20
